#separator:tab
#html:true
#notetype:Basic
#deck:main
Integral kernel, for a stochastic process (e.g., Brownian motion), the kernel p(x,t | y,t0​) represents the probability density of being at point x at time t given that the process started at point y at time t0​. For Brownian motion, this kernel is a Gaussian function that broadens with time	A kernel is the transition density of a stochastic process.
Integral kernel, operator can be defined by a kernel, but the relationship is not always linear. For example, in a Urysohn operator, the kernel K(x,y,f(y)) depends on the value of the function being integrated, making the operator nonlinear. The kernel is like a "filter" whose properties change based on the input signal	A kernel can be used to define a nonlinear operator.
Integral kernel, semigroup is a family of operators that describes how a system evolves over time. The generator of this semigroup is a kernel that describes the "infinitesimal" change in the system. For the heat equation, the generator is the Laplacian, and its kernel is the heat kernel	The kernel is the generator of a semigroup of operators.
Integral kernel, character is a special type of function on a group that is constant on conjugacy classes. It can be viewed as a distribution kernel that "probes" a representation and reveals its internal structure. For example, the character of a rotation group tells you how many times each irreducible representation appears	The kernel is the character of a representation.
Integral kernel, system's behavior is completely characterized by its response to a single, sharp input (an impulse, or Dirac delta). This response, which is a distribution kernel, is the "DNA" of the system. By "convolving" any input with this kernel, you can predict the output	The kernel is the impulse response of a linear time-invariant system.
Integral kernel, numerical integration scheme like the trapezoidal rule, the integral is approximated by a weighted sum of function values. The kernel is the set of weights you use. For the trapezoidal rule, the kernel is a triangular shape that weights the endpoints less than the middle points	The kernel is the weight function for numerical integration.
Laplace transform, a continuous signal over time, like the voltage in an electronic circuit after a switch is flipped. The Laplace transform is like taking a "snapshot" of the signal's decay behavior and representing it as a point in a complex plane. . The real part of the complex variable s corresponds to the decay rate, and the imaginary part corresponds to the oscillation frequency	The Laplace transform maps a function f(t) to F(s) via the integral F(s) over real line ​exp(−st) f(t)dt.
Convex optimisation, Laplace transform of a convex function is its convex conjugate. Imagine a convex function like a bowl. The Laplace transform describes this bowl not by its surface but by the set of all its tangent planes. The transform encodes the relationship between the function and its "dual" representation	The Laplace transform is related to convex optimization through the concept of convex conjugation and the Legendre-Fenchel transform.
Laplace trasnform, semigroup of operators describes the evolution of a system over time. The Laplace transform maps this continuous time evolution to a family of operators in the complex plane. The poles of the transformed operator (the resolvent) correspond to the eigenvalues of the generator. This allows us to find the "resonant frequencies" or "eigenmodes" of the system	The Laplace transform of a semigroup is the resolvent of its generator.
Laplace transform, "moment-generating function" for this mass distribution. It gives you a function in the complex plane that encodes information about how the mass is distributed on the real line	The Laplace transform of a measure on R is the integral over positive real line ​exp(−st) dμ(t).
Laplace transform, distribution, like the Dirac delta function δ(t), can be thought of as a generalized function. The Laplace transform of δ(t) is simply 1. The transform converts a singular, "point-like" object in the time domain into a simple, constant function in the complex frequency domain	The Laplace transform can be extended to tempered distributions with support on the positive real axis.
Laplace transform, random variable X with density f(x), its moment-generating function is M_X​(s)=E[exp(sX) ] = over real line ​exp(sx) f(x)dx. This is essentially the Laplace transform with s replaced by −s. It's a single function that encodes all the statistical moments of the random variable	The Laplace transform is the moment-generating function of a non-negative random variable.
Laplace transform, study the singularities of functions. The Laplace transform helps to analyze singularities that have an exponential decay. It provides a way to "zoom in" on the singularities and study their behavior in the complex plane	The Laplace transform is related to the Fourier integral operator when analyzing functions with exponential decay.
Laplace transform, heat kernel on a manifold is the fundamental solution to the heat equation. The Laplace transform of the heat kernel with respect to time is the resolvent of the Laplacian operator on the manifold. This provides a way to study the geometry of the manifold by analyzing the spectrum of the Laplacian	The Laplace transform is a tool for studying the heat kernel on a manifold.
Laplace transform, semigroup is a family of operators that describes continuous evolution, like the heat semigroup. The Laplace transform of this semigroup, a family of operators that describes the "frequency domain" behavior, is the resolvent of the semigroup's generator. It's a way to move from the continuous evolution of a system to a static representation that encapsulates all its properties	The Laplace transform is a primary tool for studying one-parameter semigroups of operators.
Laplace transform, Laplace transform can be viewed as a specialization of the Fourier transform. The Fourier transform analyzes signals in a frequency space, while the Laplace transform analyzes signals in a complex frequency space that includes a decay component. This makes it a natural tool for analyzing representations of Lie groups that have a "cone-like" structure	The Laplace transform is related to the Fourier transform on a cone.
Laplace transform, system's stability can be determined by the location of the poles of its transfer function in the complex s-plane. The Laplace transform maps the system's differential equations to this plane. If all the poles are in the left half of the plane, the system is stable	The Laplace transform is the primary tool for analyzing the stability of linear time-invariant systems.
Laplace transform, impulse response is a signal's output when a short, sharp pulse is input. The Laplace transform of this response, called the transfer function, describes how the system's output responds to different frequencies. It's a way of representing a system's behavior as a simple algebraic function	The Laplace transform of an impulse response is the transfer function of a system.
Laplace transform, electrical circuits, components like resistors, capacitors, and inductors have complex frequency-domain representations. The Laplace transform converts a differential equation for a circuit into a simple algebraic equation involving impedances and admittances, which is much easier to solve	The Laplace transform is a tool for circuit analysis.
Convolution, infimal convolution of two convex functions, (f□g)(x)=infy​{f(y)+g(x−y)}, represents the lower envelope of the sum of the two functions. Imagine two convex bowls. The infimal convolution is a new bowl that you get by "summing" them in a specific way. It's the lowest possible surface you can get by sliding one bowl under the other and adding their heights	Convolution can be used in convex analysis to define the infimal convolution of convex functions.
Convolution, Convolution Theorem states that the Fourier transform of a convolution is the product of the individual Fourier transforms, F(f∗g)=F(f)⋅F(g). This is a change of perspective from a complex "smearing" operation to a simple point-wise multiplication. It's like switching from the time domain (where a filter convolves a signal) to the frequency domain, where the filter just scales the frequency components of the signal	Convolution is an operation that becomes a simple multiplication in the frequency domain.
Convolution, discrete set of masses (a discrete measure). Convolving this with a continuous probability density (another measure) "spreads" each point mass into a continuous distribution, like a sum of bell curves. The resulting convolution is a continuous measure	Convolution is the operation of "smearing" one measure with another.
Convolution, X and Y be two independent random variables. The probability density function of their sum, Z=X+Y, is the convolution of their individual densities, fZ​=fX​∗fY​. Imagine a random variable representing the height of a person and another representing the height of their shoes. The convolution gives you the distribution of their total height	The convolution of two probability density functions gives the density function of their sum.
Convolution, convolution of a test function with the Dirac delta function δ(t) is simply the original test function, (f∗δ)(x)=f(x). This shows that the Dirac delta acts as the identity element for convolution. The Dirac delta is a "point-like" distribution that, when convolved with a function, doesn't change it	Convolution extends to distributions, allowing us to define operations on generalized functions.
Convolution, model how singularities propagate and interact. The wave front set of a convolution is contained within the sum of the wave front sets of the individual distributions. This means that a convolution can "smooth out" some singularities or create new ones in a predictable way	Convolution is a form of multiplication in phase space.
Convolution, with a heat kernel or a smoothing kernel can be used to average a function over a neighborhood. This is a form of geometric "blurring" that is intrinsic to the manifold's geometry. For example, on a sphere, convolving a function with a smoothing kernel averages the function over a small patch of the sphere's surface	Convolution is a way of "smearing" a function on a manifold.
Convolution, fundamental solution to a linear PDE is the solution for a point source (a Dirac delta function). The solution to the PDE for an arbitrary source is the convolution of the fundamental solution with the source term. For example, the solution to the heat equation with a given initial temperature distribution is the convolution of that distribution with the heat kernel	Convolution with the fundamental solution is a way to solve linear PDEs.
Convolution, mollifier is a smooth function with a compact support and an integral of 1. Convolving a non-smooth function (e.g., a square wave) with a mollifier "blurs" the sharp edges and turns it into a smooth function. This is a common technique to prove results about non-smooth functions by first proving them for smooth ones	Convolution can be used to mollify a function, turning a non-smooth function into a smooth one.
Convolution, semigroup of operators describes a system's evolution. The composition of two evolution operators is a convolution in the time domain. For example, the heat semigroup, T(t), is such that T(t1​)T(t2​)=T(t1​+t2​). This corresponds to the convolution of the heat kernels	
Convolution, harmonic analysis on groups, convolution is the natural way to multiply functions. It's a generalization of polynomial multiplication. The Fourier transform on a group turns this convolution into a simpler operation in the dual space of the group	Convolution is the multiplication of functions on a Lie group.
Fejer kernel, smooth version of Dirichlet kernel	a standard Fourier series partial sum for a square wave. Near the discontinuity, it overshoots and oscillates, a phenomenon known as the Gibbs phenomenon. The Fejér kernel is a "smoother" version of the Dirichlet kernel, which is used for standard partial sums. The convolution with the Fejér kernel "blurs" the Gibbs phenomenon, resulting in a more regular and well-behaved approximation that converges uniformly
Baire category theorem, the real line as a space. The nowhere dense closed sets are like a countable collection of "isolated points." The Baire Category Theorem says that the real line cannot be written as a countable union of these "isolated points." It is a powerful result that says that the real line is "big" in a topological sense	In topology, the Baire Category Theorem is a result about the topological properties of a space. It states that in a complete metric space, every non-empty open set is of the second category. A set is of the first category if it is a countable union of nowhere dense sets. A set is of the second category if it is not of the first category. The theorem is a key tool for proving the existence of a wide range of objects. For example, the space of all real numbers is of the second category.
Baire category theorem, the real line R. A single point is nowhere dense. A countable union of points, like the rational numbers Q, is also nowhere dense. The theorem says you cannot "fill up" a complete space like R with a countable number of these "thin" sets. For instance, the union of all rational numbers is not a complete space. The set of integers Z is a countable union of nowhere dense sets, but it's not a complete space. The theorem applies to spaces that are "full," like the closed interval [0,1]. You can't write [0,1] as a countable union of sets whose closures have no interior	A complete metric space cannot be written as a countable union of nowhere dense sets. A set is nowhere dense if its closure has an empty interior.
Baire category theorem, an infinite number of linear transformations from R^2 to R. If you pick any single vector v and apply all these transformations to it, and the set of results is bounded, then the set of norms of the transformations themselves must be bounded. The Baire Category Theorem is used to show this	The Uniform Boundedness Principle (or Banach-Steinhaus Theorem) is a direct consequence of the Baire Category Theorem. It states that if a family of continuous linear operators from a Banach space to a normed space is pointwise bounded, then the family is uniformly bounded.
Baire category theorem, graph of a function is a way to visualize it. A closed graph means there are no "jumps" or "tears." The theorem says that for operators between complete spaces, having a "no-tear" graph is enough to guarantee that the operator is continuous. The Baire Category Theorem provides the machinery to prove this	The Closed Graph Theorem, which states that a linear operator between Banach spaces with a closed graph is continuous, can be proven using the Baire Category Theorem.
Baire category theorem, Open Mapping Theorem says that a surjective bounded linear operator doesn't "collapse" open sets into "thin" sets. The Baire Category Theorem is used to prove this by showing that the image of an open ball cannot be a countable union of nowhere dense sets	The Open Mapping Theorem, which states that a surjective bounded linear operator between Banach spaces is an open map, is also a consequence of the Baire Category Theorem.
Baire category theorem, a solid sphere. You cannot make a countable list of "flat" or "thin" closed convex sets (like lower-dimensional shapes) and have their union be the entire sphere	A closed convex set in a Banach space cannot be written as a countable union of nowhere dense closed convex sets.
Baire category theorem, rational numbers Q are a good example. They are a "meager" set, but their Lebesgue measure is zero. However, the Cantor set is a "nowhere dense" set, but it has measure zero. The Baire Category Theorem deals with the "meager" sets, not just the measure zero ones	The Baire Category Theorem is a topological analog of measure theory. A "meager" set (a countable union of nowhere dense sets) is a topological notion of a "small" set. A set of measure zero is a measure-theoretic notion of a "small" set.
Baire category theorem, Morse function has a finite number of non-degenerate critical points. The theorem says that you can get arbitrarily close to any smooth function with a Morse function. This is a powerful result because Morse functions are much easier to study than general smooth functions	The theorem is a tool for proving the existence of certain objects in spaces of functions on manifolds. For instance, the set of Morse functions is dense in the space of smooth functions on a compact manifold.
Baire category theorem, completeness means the space has "no holes." The theorem says that you cannot build up a whole, hole-less space by stacking up "thin" sets	The completeness of the space is a crucial assumption. The theorem fails for incomplete spaces. For example, the rational numbers Q are a countable union of singletons {q}, which are nowhere dense in Q.
Baire category theorem, Cantor set is formed by repeatedly removing the middle third of a line segment. The remaining set is "fractal" in nature. It's an example of a set that is nowhere dense but is not meager	The Cantor set is a classic example of a closed, nowhere dense set. It's a "thin" set that is uncountable.
Baire category theorem, a large space of possible input functions (forcing functions) for a PDE. The theorem can be used to show that the set of "bad" inputs that lead to non-unique or non-existent solutions is "small" in a topological sense	The theorem can be applied to the study of solutions to PDEs. For example, it can be used to show that for a "generic" forcing function, a PDE has a unique solution.
Open mapping theorem, a linear transformation in 2D space, represented by a matrix. The unit open disk in X is a circular region. A bounded linear map stretches and rotates this disk, but it remains a continuous, connected shape. If the map is surjective, it "covers" the entire target space Y. The key insight is that this stretching is powerful enough to ensure that the image of the unit disk, which is an open ellipse, contains an open ball in Y. This property generalizes	any open ball in X gets mapped to an open ellipsoid in Y that contains an open ball: A bounded linear surjective operator T: X to Y between Banach spaces X and Y is an open map. This means that for any open set U⊆X, the image T(U) is an open set in Y.
Open mapping theorem, map from R2 to R1. A projection, for example, (x,y)↦x, is a bounded, surjective linear map. However, it's not an open map because it maps the open unit disk in R2 to the open interval (−1,1) in R1, which is open. Now, consider a map from R3 to R2 that projects a 3D ball onto a 2D disk. This is a surjective bounded linear map, and it is open. However, if we were to map a 3D ball to a line segment in R3, the image is not open. The theorem says this "collapse" is impossible when both the domain and codomain are Banach spaces and the map is surjective. A surjective map between Banach spaces must preserve the "openness" property of sets	The theorem guarantees that a surjective bounded linear map between Banach spaces does not "collapse" open sets into lower-dimensional or "thin" sets.
Open mapping theorem, Sobolev spaces Hk(Ω) are Banach spaces. The Laplacian operator "smooths" functions. A surjective Laplacian operator means that for any "rough" function f in L2(Ω), there is a "smoother" function u in H2(Ω) such that Δu=f. The Open Mapping Theorem implies that small changes in the function f lead to small changes in the solution u (in their respective norms). The visual intuition is that the "roughness" of the solution u is controlled by the "roughness" of the source function f	The theorem applies to operators between function spaces. For example, consider the operator L = Δ (the Laplacian) mapping a subset of the Sobolev space H2(Ω) to L2(Ω). If the domain of this operator is well-defined and the operator is surjective, then it is an open map. This has profound implications for existence and regularity of solutions.
Open mapping theorem, Hilbert transform, for example, maps a function to another function. Imagine a function as a signal. The Hilbert transform shifts the phase of this signal by 90 degrees. If the operator is surjective, it means every possible phase-shifted signal can be produced. The Open Mapping Theorem guarantees that this process is "stable" – a small change in the input signal produces only a small change in the output signal	The theorem can be applied to operators acting on spaces like Lp or Hardy spaces. For example, a singular integral operator (like the Hilbert transform) might be a bounded linear operator from Lp(R) to itself. If it is surjective, the theorem applies.
Open mapping theorem, "nowhere dense" set is a set whose closure has an empty interior. It's "thin" everywhere. The Baire Category Theorem says that you can't build up a whole Banach space by adding up a countable number of these "thin" sets. The Open Mapping Theorem uses this principle to show that the image of an open ball, which is a union of such sets, must itself contain an open set, preventing the "collapse" into a thin set	The Open Mapping Theorem can be proven using the Baire Category Theorem. The Baire Category Theorem states that a complete metric space cannot be written as a countable union of nowhere dense sets. This is a very powerful result.
Open mapping theorem, system modeled by a linear operator. The theorem says that if the system can generate any output, then the relationship between input and output is "stable." A small error in the input will not cause a catastrophic, large error in the output. This is a crucial concept in numerical analysis and control theory	The theorem implies a form of stability. Small changes in the domain map to small changes in the codomain.
Open mapping theorem, closed range for the dual map means that the range of T′ is a "complete" subspace of X′. It contains all its limit points. This property is closely tied to the openness of the original map T	The theorem has a dual formulation related to the closed graph theorem. A continuous linear map T:X to Y is an open map if and only if its dual map T′:Y′ to X′ is injective and has a closed range.
Open mapping theorem, three theorems as a trinity that underpins the structure of linear operators on complete normed spaces. They guarantee that certain "good" properties (like continuity, openness, and completeness) hold under specific conditions	In operator theory, the theorem is one of the "big three" results (along with the Uniform Boundedness Principle and the Closed Graph Theorem) that characterize the behavior of linear operators on Banach spaces.
Open mapping theorem, dual space X′ of a Banach space X "probes" the space with continuous linear functionals. The Open Mapping Theorem ensures that there's a good correspondence between the properties of operators on X and the properties of their duals on X′	he theorem helps establish the relationship between a Banach space and its dual space (the space of all continuous linear functionals).
Open mapping theorem, map is "strong" enough to project open sets onto open sets. It's not like a projection from a 2D plane onto a line segment, which "loses" a dimension and collapses open sets to non-open ones	The theorem implies that if a bounded linear operator from a Banach space X to another Y is surjective, then it is "non-degenerate" in a certain sense. It doesn't "lose information" about the openness of sets.
Open mapping theorem, Fourier transform maps a function to its frequency components. It is a linear, continuous, and bijective operator on the Schwartz space. By the Open Mapping Theorem, its inverse is also continuous. This means that a small change in the function leads to a small change in its Fourier transform, and vice versa. This is a very useful property in signal processing	The Schwartz space of rapidly decreasing functions is a Fréchet space. The Fourier transform is an isomorphism from the Schwartz space to itself.
Open mapping theorem, completeness means that all Cauchy sequences converge. It's like a space without "holes." The theorem's conclusion relies on this property to ensure that the image of an open ball, which is a complicated set, is "well-behaved" enough to contain an open ball itself	The completeness of the domain and codomain (i.e., being Banach spaces) is a crucial prerequisite for the theorem to hold. The theorem fails for non-complete spaces.
Open mapping theorem, graph of a function is a visual representation of the function itself. A "closed graph" means that there are no "jumps" or "tears" in the function. The theorem states that for linear operators on Banach spaces, this property of having a "no-tear" graph is equivalent to being bounded. This is a very powerful result, as it allows us to check for continuity by simply checking the "completeness" of the graph	The Open Mapping Theorem is a dual of the Closed Graph Theorem. The Closed Graph Theorem states that a linear operator T:X to Y between Banach spaces is bounded if its graph, G(T)={(x,Tx) for x in X}, is a closed subspace of X×Y.
Bounded inverse theorem, a bijective map. For every point y in Y, there is a unique x in X. This is a one-to-one correspondence. The Bounded Inverse Theorem says that if this map is continuous (it doesn't "tear" things apart), then its inverse is also continuous (the reverse process also doesn't "tear" things apart). A linear transformation in R2 that maps a square to a parallelogram is a good example. The inverse map, which maps the parallelogram back to the square, is also a continuous linear transformation	A direct consequence of the Open Mapping Theorem is the Bounded Inverse Theorem: if a bijective bounded linear operator T:X to Y between Banach spaces has a continuous inverse T−1:Y to X.
Hahn-Banach theorem, linear functional on a subspace as a hyperplane in a small part of a normed vector space. The Hahn-Banach theorem says that this hyperplane can be "extended" to a larger hyperplane that spans the entire space without becoming "steeper." This is a geometric intuition that visualizes the extension of a linear functional as the extension of a hyperplane	The Hahn-Banach theorem states that for any normed vector space, any linear functional on a subspace can be extended to a linear functional on the whole space without increasing its norm. This is a fundamental result in functional analysis that guarantees the existence of a "sufficiently rich" set of linear functionals. For example, a linear functional on the subspace of continuous functions on [0,1] that vanish at 0 can be extended to the entire space of continuous functions on [0,1].
Hahn-Banach theorem, two disjoint convex sets, like a circle and a triangle. The Hahn-Banach theorem says that you can draw a straight line that separates them. This is a very powerful geometric intuition that visualizes the separation of convex sets	A geometric form of the Hahn-Banach theorem states that if A and B are two non-empty disjoint convex subsets of a normed vector space, and at least one of them is open, then there exists a closed hyperplane that separates them. This is a powerful result that is used to prove a wide range of separation theorems. For example, two disjoint balls in a normed vector space can be separated by a hyperplane.
Hahn-Banach theorem, optimization problem is about finding the "best" point in a set. The Hahn-Banach theorem says that if a point is outside of a convex set, you can find a "hyperplane" that separates them. This is a key step in finding the "best" point	The Hahn-Banach theorem is a key tool in optimization theory. It is used to prove the existence of a separating hyperplane between a convex set and a point outside of it. This is a key tool for finding the optimal solution to an optimization problem.
Hahn-Banach theorem, linear function f(x) defined only on a line segment M in a plane R2 that lies "below" a convex curve p(x) (e.g., a parabola). The theorem says we can extend this line segment into a full line F(x) that still stays "below" the convex curve p(x) for the entire plane. This is like drawing a tangent line to a curve from a point within a subspace	Let X be a real vector space, p: X to R a sublinear functional, and M in X a linear subspace. If f:M to R is a linear functional such that f(x) less than p(x) for all x in M, then there exists a linear extension F:X→R such that F(x) less than p(x) for all x in X and F|M​ = f.
Hahn-Banach theorem, the most geometrically intuitive form. It states that two disjoint convex sets can be separated by a hyperplane. In R2, this means two convex shapes that don't overlap can be separated by a line. In R3, they can be separated by a plane. The functional f defines the normal vector to the separating hyperplane, and c defines its position. For example, consider two non-overlapping circles. The theorem guarantees you can always draw a straight line that separates them	Let  A, B be two non-empty, disjoint convex subsets of a normed linear space X. If A is open, then there exists a continuous linear functional f : X to R and a real number c such that f(a) < c <= f(b) for all a in A and b in B.
Hahn-Banach, dual space X∗ is "rich" enough to "see" every vector. The functional f acts as a perfect "measuring stick" for the vector x0​. It measures the length of x0​ precisely while keeping its own "size" normalized to 1. For example, if x0​ is a vector in R3, there's a functional (a linear map from R3 to R) that points exactly in the direction of x0​ and measures its length	For any non-zero vector x0​ in a normed space X, there exists a continuous linear functional f in X∗ (the dual space of X) such that norm of f =1 and f(x0) is norm of x0​.
Hahn-Banach theorem, you have a rule to measure the length of all intervals on the real line. The theorem implies you can extend this rule to a much larger class of "measurable" sets (like the Borel sets) without any contradictions, so long as the original rule was well-behaved	the theorem can be used to extend a measure (a way of assigning size to sets) from a smaller algebra of sets to a larger one.
Hahn-Banach theorems, a closed, solid ball in a very abstract space. If you have a point outside this ball, the theorem says you can find a "hyperplane" that separates the ball from the point. The "hyperplane" is defined by a continuous linear functional. This shows that the separation principle isn't just a Euclidean concept; it's a fundamental property of well-behaved topological spaces	The theorem extends to more general topological vector spaces, specifically locally convex spaces. In these spaces, it guarantees that a closed convex set can be separated from a point not in the set by a continuous linear functional.
Hahn-Banach theorem, Dirac delta "function" is an infinite spike at x=0. It's not a function in the classical sense. It's a functional that "selects" the value of a function at x=0. The theorem guarantees the existence of such a functional on the space of test functions, showing that these strange, non-function objects can be constructed and exist in a precise mathematical sense	The Dirac delta function d(x) is a distribution, which is a continuous linear functional on a space of test functions, like the Schwartz space S(R). The Hahn-Banach theorem ensures the existence of such functionals.
Hahn-Banach, Hahn-Banach theorem guarantees that a functional exists, while the Riesz theorem gives it a concrete form in a Hilbert space. The Riesz theorem says that the "measuring stick" is a specific vector, whereas Hahn-Banach just says that some measuring stick exists	The Riesz Representation Theorem states that for a Hilbert space, every continuous linear functional can be represented as an inner product with a vector.
Uniform Boundedness Principle, a family of linear maps from a vector space to another, represented by "rubber bands." The Uniform Boundedness Principle says that if for every single point in the source space, the set of images of that point under all the rubber bands is contained within a finite disk, then there's a single, large disk that contains the images of the entire unit ball under all the rubber bands. The pointwise boundedness prevents any single rubber band from stretching to infinity. The theorem ensures that this boundedness extends to the whole family of rubber bands	The Uniform Boundedness Principle (also known as the Banach-Steinhaus theorem) states that for a family of continuous linear operators from a Banach space X to a normed vector space Y, if the operators are pointwise bounded, they are uniformly bounded. That is, if for each x in X, the set {T(x):T in F} is bounded, then the set of operator norms {||T||:T in F} is bounded. This theorem is a cornerstone of functional analysis, providing a powerful way to deduce uniform properties from pointwise ones. For example, for a family of continuous linear operators Tn​:C([0,1]) to R, if for each function f in C([0,1]), the sequence Tn​(f) is bounded, then the sequence of norms ||Tn​|| is bounded.
Uniform boundedness principles, the Fourier series of a function as a sum of waves. The partial sums are a family of linear operators. The Uniform Boundedness Principle says that if the sequence of partial sums of the Fourier series of a function is bounded for every function, then the family of partial sum operators is uniformly bounded. This is a visual way of saying that the "oscillations" of the partial sums are not "growing" without bound	The Uniform Boundedness Principle can be applied to families of operators in harmonic analysis, such as Fourier series. For a family of convolution operators Tn​(f)= f ∗K_n​, if the sequence Tn​(f) is bounded for every function f in a suitable space, then the family of operator norms ||Tn​|| is bounded. This is a key tool for proving convergence of Fourier series. For example, the Dirichlet kernel in Fourier series is not uniformly bounded, which implies that the Fourier series of a continuous function may fail to converge pointwise.
Uniform boundedness principle, a Banach manifold is a "generalized" manifold. The Uniform Boundedness Principle says that a family of linear maps between the tangent spaces is uniformly bounded if it is pointwise bounded. This is a visual way of saying that the manifold is "well-behaved" in a uniform way	In global analysis, the Uniform Boundedness Principle can be used to prove the existence of a continuous linear map from a Banach manifold to another. A Banach manifold is a manifold that has a Banach space as a tangent space at each point. The Uniform Boundedness Principle is a key tool for studying the geometry of these manifolds.
Uniform boundedness principle, in Fréchet space is a "nicer" topological vector space. The Uniform Boundedness Principle says that in a "nicer" space, pointwise boundedness of a family of linear maps implies that the maps are "equally well-behaved." This is a visual way of saying that the maps are not "exploding" in a way that is not controlled	There are stronger versions of the Uniform Boundedness Principle that hold for more general topological vector spaces, such as Fréchet spaces. A Fréchet space is a complete, metrizable, locally convex topological vector space. For a family of continuous linear maps from a Fréchet space to a locally convex space, if the maps are pointwise bounded, then they are equicontinuous.
Weak solutions of differential equations, imagine trying to solve a PDE on a domain. You can't find a perfectly smooth solution, but you can find a "bumpy" function that satisfies the equation in an average, integrated sense. The theorem guarantees the existence of a "probe" (the test function) that "tests" the solution and confirms its validity in this weaker sense. The probe is a functional that measures the solution's properties	The theorem is used to prove the existence of weak solutions to partial differential equations. A weak solution is not necessarily differentiable in the classical sense, but it satisfies the equation when integrated against a "test function."
Abelian variety, projective variety that is a group	one can see this via the chord tangent process on x^3 + y^3 = 9 since a + b + c = 0, a, b, c collinear. Not birational to the affine line A^1 since it has genus 1 not 0 as a Riemann surface. Projective coordinates (x, y, z) mod lambda or x^3 + y^3 = 9z^3, z is not 1. Associativity is hard to prove directly, follows from sum of a_1 to a_n = sum of b_1 to b_n if and only if there is a rational function with zeroes at 'a's, poles at 'b's.
Abelian varieties, varieties that are abelian contrasting symplectic groups	a proof strategy for complex numbers, any map from projective variety to the complex numbers is constant by the maximum principle, so the adjoint map to the automorphism group of tangent space of origin is 0. Abelian linear groups are not abelian, this is old names for symplectic group, an affine algebraic group.
Enumerative geometry, surprising answers with scheme theory	27 lines on cubic surface is a classical example, example w^3 + x^3 + y^3 + z^3 = 0 in projective spaceP^3, typical line is (1, -1, t, -t), the order is 3^3 * 4! (exercising), surprisingly when this is thought of a group, there are 27 images under this group, acted on permutation group.
Hausdorff condition, affine line over field is not Hausdorff	affine line over field k is not Hausdorff, counterexample, consider set of generic point in V(I) for variety of ideal I. If this is the case, then the ideal I is in the zero ideal, the algebraic set cut out is the affine line, therefore the closure of the generic point is the whole affine line, this means there exists a nonclosed point {0}. The topological space is not Hausdorff, but the affine line over k is separated as a scheme.
Stalk, germ of section	Germ is equivalence class of section on open neighbourhood, same section if agree on smaller, stalk of sheaf is set of all germs
Stalk, local data	captures local data
Stalk, colimit of sections over all open neighbourhoods	formalises closer and closer to the point, related to germs equivalence class if agree on smaller neighbourhood
Stalk, extension of section	set of all possible ways to germ-wise extend a section, recall that the stalk is the filtered colimit to some point.
Stalk, colimit algebra	colimiting object of directed system of restriction maps on the sheaf sections
Stalk, functorial construction	Functor from sheaves to category of algebraic objects (etale space, use sets, but generalises to groups and rings). Maps a sheaf to collection of stalks
Stalk, homomorphism of sections over neighbourhood to stalk	map from section over neighbourhood of p to the stalk is universal homomorphism respecting restriction maps
Stalk, local rings	sheaf of rings on a scheme, stalk at point p is local ring with a unique maximal ideal
Stalk, adjoint to constant sheaf functor. Recall that you can first look at a section from the constant sheaf to the codomain to turn it into a stalk functor into a representable functor	constant sheaf functor is left adjoint to stalk functor, see example of stalk of sheaf F on local U is stalk morphism on U as constant sheaf to sheaf F. Recall that you can first look at a section from the constant sheaf to the codomain to turn it into a representable functor of the stalk.
Stalk, geometric point as a ringed space	ringed space, whose ring is a field
Stalk, irreducible components or points	stalk is field, point is closed (maximal ideal), stalk is integral domain, irreducible component (prime ideal)
Stalk, local property on manifold	stalk of sheaf of smooth function, germs of smooth function
Stalk, pointwise sheaf	Sheaf is completely determined by its stalks and restriction maps between sections
Stalk, gluing	compatability of sections checked on level of stalks
Stalk, filtered colimit	filtered colimit over the category of open neighbourhood of a point
Stalk, fibre of point of cospan	Fibre of cospan, so it is a pullback
Stalk, localised object	localisation of sheaf with respect to multiplicative set of non-vanishing functions at a point
Stalk, representation of presheaf under sheafification	stalk, sheafification of presheaf at a point p is identical to the stalk of the original presheaf at p. Sheafification only changes global glueing.
Section, right inverse	Right inverse of a map f * s is identity on codomain, s is section
Section, choice function	Choose single element from each preimage set by having the section be applied first
Section, splits a surjection	section for surjection means codomain can be embedded back into the domain.
Section, embedding	embedding of codomain in domain. Codomain is now subobject of domain
Section, continuous maps for each point in fibre to base space (global slice)	section is continuous map that assigns a point in the fibre to each point in the base space (codomain) a.k.a fibre bundle
Section, direct sum	Category of modules, map has section, means can be composed as direct sum domain M is isomorphic to ker(f) ++ im(s), ++ direct sum, splitting lemma
Section, basis of free modules	surjective module homomorphism from free module F to module M, section is choice of basis in codomain M that can be lifted to generators for F
Section, representation of coset	f: G -> H, H is coset space, section s: H to G, choses unique element from each coset of the kernel in the domain group G
Section, projective object	module P is projective if every surjection on module P has a section
Section, homomorphism	section for homomorphism means it has trivial cokernel, domain splits into direct sum
Section, inverses to compare section versus retractions	section is a map that has a right inverse retraction, map that has left inverse Context: model categories
Section, short exact sequence	0 -> A -> B -> C -> 0, splits if B -> C has a section
Section, morphism in slice category (see also functor of point construction with base scheme [or base category of Set to get scheme maps], here you have a base category)	Section of f from X to Y is object in slice category over Y
Section, global section of a sheaf	Section of entire space is global section of the sheaf
